umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedWidth,expandedHeight,expandedAspectRatio
,Ocotillo flower,,Ocotillo flower,13396759064_bcbe248de0_o,ds01022,,,3/7/2014,3/7/2014,3/7/2014,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Ocotillo flowers in bloom.,Ocotillos en flor.,,,,,,© Jim Melli,Jim Melli,"ocotillo, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396759064/in/set-72157642883397245,,,,,175,117,1.49573,1500,1000,1.5
,Boulder Park,,"Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert, 1927. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.5, p.80]",walk rocks ch5_R,ds01021,,,1927,1927-00-00,1927,"Anza-Borrego Desert, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert.,Excursionistas en Boulder Park a la orilla del desierto de Anza-Borrego.,,,,,,© San Diego Natural History Museum ?,San Diego Natural History Museum,"Hiking, Anza-Borrego, desert",,,,,,,Desert,1,Anza Borrego,,"Need the original image, this is from Inspired by Nature book",,,,,175,135,1.2963,1500,1157,1.29646
,Bighorn sheep,,"Frank Stephens in the Anza-Borrego Desert. Before Borrego Sheep were endangered, they were used for food by those camping in the desert. Skins and heads were brought to the Museum for mounting. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.3, p.48]","stephens, ch 3_R",ds01020,,,Between 1885 and 1904,1894-00-00,1885/1904,"Anza-Borrego Desert, CA",,33.100492,-116.301327,Attic / Coast to Cactus,"Frank Stephens shot Borrego Sheep during a camping trip. In the days before the sheep became endangered, they ate the meat during the trip. The skins and heads were brought to the museum for mounting.","Frank Stephens cazó borregos cimarrones durante una expedición de camping. En una época anterior a que estas ovejas se encontraran en peligro de extinción, comieron su carne durante el viaje. Las pieles y las cabezas fueron traídas al museo para ser montadas.",,,,,,© San Diego Natural History Museum ?,San Diego Natural History Museum,"Sheep, desert",,,,,,,Desert,1,Anza Borrego,,"Need the original image, this is from Inspired by Nature book; ca.1895",,,,,175,101,1.73267,1500,864,1.73611
,Hiking Palm Canyon,,"Michael Field and Steve Field hiking up to the palm groves in Palm Canyon, Anza Borrego Desert State Park",SDNHM_FieldM_001,ds01019,,,1965,1965-00-00,1965,"Anza-Borrego Desert State Park, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Michael and Steve Field hiking up to the palm groves in Palm Canyon in Anza-Borrego Desert State Park.,Michael y Steve Field caminando por los palmares de Palm Canyon en el Parque Estatal del Desierto de Anza-Borrego.,,,,,,© Michael Field,Michael Field,"Anza-Borrego, desert",v,,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,174,1.00575,1500,1493,1.00469
,Flowers in the desert,,Two girlfriends and I drove out to Anza-Borrego Desert to see the flowers. I was from New England and had never been to a desert before and had no idea the flowers would be so small! But their profusion was amazing and I got my friend Janice Girocco sitting in among them so I could send a copy to her mom back in Michigan.,SDNHM_HahnH_Anzo_Desert Spring_1973,ds01018,,,1973,1973-00-00,1973,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Janice Girocco sitting among the wildflowers. I was from New England and had never been to a desert before and had no idea the flowers would be so small!,"Janice Girocco sentada entre las flores silvestres. Yo soy de New England y nunca antes había estado en un desierto, y ¡no tenía idea que las flores serían tan pequeñas!",,,,,,© Heidi Hahn,Heidi Hahn,"Anza-Borrego, botany, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,125,1.4,1500,1070,1.40187
,Hiking,,My friend Janice Girocco and I had been taking a mountaineering class at the Natural History Museum. We went to Henderson Canyon and hiked in a few miles and set up among the flowers and cactus. I felt like we were in a flower garden. We were amazed by how absolutely lovely everything was. It was hard finding my yellow VW after the hike out.,SDNHM_HahnH_Anzo_Backpacking_Henderon Canyon_1976,ds01017,,,1976,1976-00-00,1976,"Anza-Borrego Desert State Park, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,"After taking a mountaineering class at the San Diego Natural History Museum, my friend and I hiked into Henderson Canyon and set up camp among the flowers and cactus.","Después de haber tomado una clase de montañismo en el Museo de Historia Natural de San Diego, mi acompañante y yo caminamos dentro de Henderson Canyon y armamos el campamento entre las flores y los cactus.",,,,,,© Heidi Hahn,Heidi Hahn,"Anza-Borrego, snow, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,125,1.4,1500,1071,1.40056
,Snowfall,,"Rare snowfall near Ranchita on the way home from Borrego. My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.",SDHNM_Randerson_002,ds01016,,,1975,1975-00-00,1975,"Ranchita, CA",,33.2100392,-116.5166835,Attic / Coast to Cactus,"Rare snowfall near Ranchita on the way home from Borrego. My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.","Una inusual nevada cerca de Ranchita camino a casa desde Borrego. Mis tres hijos, Roelif, Anne y Erik se entusiasmaron al ver la nieve y tirar bolas de nieve.",,,,,,© Sue Randerson,Sue Randerson,"Mountaineering, Anza-Borrego, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,131,1.33588,1500,1123,1.33571
,Mountaineering,,Sue and Roelif Randerson backpacking in Coyote Canyon while taking the Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!,SDHNM_Randerson_001,ds01015,,,1966,1966-00-00,1966,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Sue and Roelif Randerson backpacking in Coyote Canyon during a Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!,Sue y Roelif Randerson de mochileros en Coyote Canyon durante un curso de montañismo básico con el Sierra Club. ¡Fue hermoso sentir que tenía todo lo necesario ahí mismo en mi mochila!,,,,,,© Sue Randerson,Sue Randerson,"Anza-Borrego, backpacking, Coyote Canyon, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,127,1.37795,1500,1088,1.37868
,Backpacking,,Mesa College botany professor Albert Grennan backpacking along the railroad with his students to Carrizo Gorge during a botany fieldtrip.,SDHNM_Grennan_001,ds01014,Hilary Andrews,,1970,1970-00-00,1970,"Carrizo Gorge, CA",,32.772001,-116.24474,Attic / Coast to Cactus,"Mesa College botany professor Albert Grennan and his students on a field trip, backpacking to Carrizo Gorge along the railroad.","El profesor de botánica Albert Grennan de Mesa College y sus estudiantes durante una excursión de mochileros a Carrizo Gorge, a lo largo de las vías del ferrocarril.",,,,,,© Albert Grennan & Myra Harada,Albert Grennan & Myra Harada,"botany, Anza-Borrego, backpacking, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,118,1.48305,1500,1007,1.48957
,Bat,,Palm Canyon bat during San Diego Natural History Museum bat survey field trip.,5817197680_92074c7280_o,ds01013,,,6/6/2011,6/6/2011,6/6/2011,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Measuring a bat during a San Diego Natural History Museum bat survey in Palm Canyon.,Midiendo un murciélago durante un relevamiento de murciélagos del Museo de Historia Natural de San Diego en Palm Canyon.,,,,,Digital photograph,"© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.2",Hilary Andrews,"bat, Anza-Borrego, desert",Need release from C2C volunteer,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816633517/in/set-72157626802090479/,,,,,175,124,1.41129,1500,1064,1.40977
,Mantis,,Student Hilary Andrews holds a mantis during a San Diego Natural History Museum research trip to Palm Canyon.,Andrews_5817177704_17e8699015_o,ds01012,,,6/6/2011,6/6/2011,6/6/2011,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Student Hilary Andrews holds a mantis during a San Diego Natural History Museum research trip to Palm Canyon.,La estudiante Hilary Andrews sostiene una mantis durante una excursión de investigación a Palm Canyon del Museo de Historia Natural de San Diego.,,,,,Digital photograph,"© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.1",Hilary Andrews,"Anza-Borrego, mantis, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5817177704/,,,,,175,116,1.50862,1500,998,1.50301
,Snake,,Student Hilary Andrews holds a snake during a San Diego Natural History Museum research trip to Palm Canyon.,Andrews_5816671775_958515a4ae_o,ds01011,Ingrid Coffin,,6/7/2011,6/7/2011,6/7/2011,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Student Hilary Andrews holds a snake during a San Diego Natural History Museum research trip to Palm Canyon.,La estudiante Hilary Andrews sostiene una víbora durante una excursión de investigación a Palm Canyon del Museo de Historia Natural de San Diego.,,,,,Digital photograph,"© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0",Hilary Andrews,"Anza-Borrego, snake, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816671775/,,,,,175,119,1.47059,1500,1021,1.46915
,Cliffs,,Borrego Badland cliffs.,SDHNM_Coffin_005,ds01010,Ingrid Coffin,,1990,1990-00-00,1990,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Badland cliffs in Anza-Borrego.,Acantilados de tierras yermas en Anza-Borrego.,,,,,,© Ingrid Coffin,Ingrid Coffin,"Anza-Borrego, cliff, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,115,1.52174,1500,986,1.5213
,Rock,,Fish Creek fluid rock.,SDHNM_Coffin_004,ds01009,Ingrid Coffin,,2005,2005-00-00,2005,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Fluid Rock formation in Fish Creek.,Formación rocosa en Fish Creek.,,,,,,© Ingrid Coffin,Ingrid Coffin,"Anza-Borrego, rock, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,118,175,0.674286,1012,1500,0.674667
,Sand verbena,,Sand verbena and dune evening primrose near Henderson Valley Rd.,SDHNM_Coffin_003,ds01008,Ingrid Coffin,,2005,2005-00-00,2005,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Sand-verbena and Dune Evening Primrose near Henderson Valley Road.,Sand-verbena y onagra vespertina cerca de Henderson Valley Road.,,,,,,© Ingrid Coffin,Ingrid Coffin,"Anza-Borrego, flower, Sand verbena, dune evening primrose, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,119,175,0.68,1019,1500,0.679333
,Mine wash,,Mine wash with cholla cactus and ocotillo.,SDHNM_Coffin_002,ds01007,Ingrid Coffin,,2000,2000-00-00,2000,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Mine wash with Cholla Cactus and Ocotillo.,Deslave de una mina con Cholla Cactus y ocotillo.,,,,,,© Ingrid Coffin,Ingrid Coffin,"Anza-Borrego, cactus, ocotillo, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,119,1.47059,1500,1016,1.47638
,Flowers,,Flower field north of Henderson Canyon Road,SDHNM_Coffin_001,ds01006,,,2005,2005-00-00,2005,"Anza-Borrego Desert State Park, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Flower field north of Henderson Canyon Road,Prado florido al norte de Henderson Canyon Road.,,,,,,© Ingrid Coffin,Ingrid Coffin,"Anza-Borrego, Henderson Canyon, flower, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,116,1.50862,1500,991,1.51362
,Elephant Trees,,Elephant trees near gypsum mine photographed during the Natural History Museum's Fleming-Abbott trip to Borrego Valley.,A83_001 Elephant trees borrego valley,ds01005,,,1937,1937-00-00,1937,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,"Elephant Trees near a gypsum mine, photographed during the San Diego Natural History Museum's Fleming-Abbott trip to Borrego Valley.","Torotes cerca de una mina de yeso, fotografiados durante la excursión Fleming-Abbott del Museo de Historia Natural de San Diego.",,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"elephant tree, Anza-Borrego, San Diego Natural History Museum, desert",,,,,,,Desert,1,Anza Borrego,,From album page scan,,,,,175,105,1.66667,1500,900,1.66667
,Palms,,Picturesque setting of individual palms during museum trip to Thousand Palm Canyon.,A75_001b  Picturesque setting of individual palms in first grove A5739 Palm Canyon.tif,ds01004,,,1927,1927-00-00,1927,"Thousand Palm Canyon, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Picturesque oasis with palms during San Diego Natural History Museum trip to Thousand Palm Canyon.,Un pintoresco oasis con palmeras durante una excursión del Museo de Historia Natural de San Diego a Thousand Palm Canyon.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"Anza-Borrego,  San Diego Natural History Museum, desert",,,,,,,Desert,1,Anza Borrego,,From album page scan,,,,,120,175,0.685714,1031,1500,0.687333
,Truck,,Museum truck in Borrego.,A67_001 NHM truck Borrego March 1929.tif,ds01003,,,1929,1929-00-00,1929,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,San Diego Natural History Museum truck in Anza-Borrego.,Camión del Museo de Historia Natural de San Diego en Anza-Borrego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"Anza-Borrego, desert",,,,,,,Desert,1,Anza Borrego,,From album page scan,,,,,175,128,1.36719,1500,1098,1.36612
,Coyote Creek,,Beaty and Mrs. Abbott on edge of Coyote Creek during San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.,A45_001Beaty and Mrs. Abbott on edge of Coyote Creek A35114 a,ds01002,,,1927,1927-00-00,1927,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Beaty and Mrs. Abbott at edge of Coyote Creek during a San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.,Beaty y la Sra. Abbott en la orilla de Coyote Creek durante una excursión del Museo de Historia Natural de San Diego a Borrego Valley y Thousand Palm Canyon.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"Anza-Borrego, San Diego Natural History Museum, desert",,,,,,,Desert,1,Anza Borrego,,From album page scan,,,,,175,110,1.59091,1500,946,1.58562
,Fieldtrip,,"Beaty, guide, and Mrs. Abbott among ocotillos during San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.","A44B_001 Beaty, guide, and Mrs. Abbott among ocotillos A35113A",ds01001,,,1927,1927-00-00,1927,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Beaty and Mrs. Abbott among the ocotillos during a San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.,Beaty y la Sra. Abbott entre los ocotillos durante una excursión del Museo de Historia Natural de San Diego a Borrego Valley y Thousand Palm Canyon.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"ocotillo, San Diego Natural History Museum, desert",,,,San Diego Natural History Museum,"Information about the works in the Balboa Park Commons is still being researched and made available for public viewing. Much of this data exists in paper records at the Museum. For more information about this work, please email collections@sdnhm.org and include the Item ID# of the record in the body of your email.","Established in 1874, the San Diego Natural History Museum (http://www.sdnhm.org/) is one of California's oldest & most respected cultural & science institutions. Our mission is to interpret the natural world through research, education & exhibits; to promote understanding of the evolution & diversity of southern California & the peninsula of Baja California; & to inspire in all a respect for nature & the environment. The Museum serves more than 500,000 visitors each year, including 160,000+ children, adults & students who participate in educational programs & events.    The extensive scientific collections of the Museum, currently numbered at 7.8 million, represent a permanent record of our natural heritage. They contain materials that support the research of many scientific disciplines, including those working to define & preserve biodiversity & monitor global change. These include specimens from our Entomology, Herpetology, Birds & Mammals, Botany, Paleontology, Mineralogy, & Marine Invertebrates collections, as well as the collection of our Research Library. Many of these specimens were collected in southern California & Baja California, & a significant number of them date to the 1800s. Scientific collections are a continuing investment by society in the effort to understand the natural world. In the face of disappearing habitats, species extinctions, & the destruction of geological & paleontological sites, the specimens in our collections have become nonrenewable resources.    Anyone wishing to use any of these images for commercial use or publication must first request permission by contacting Renato Rodriguez, Image Acquisition Coordinator, at rrodriguez@sdnhm.org or by phone, 61-255-0244. The image request form is available online at http://sdnhm.org/about-us/about-this-website",Desert,1,Anza Borrego,,From album page scan,,,,,175,107,1.63551,1500,916,1.63755
