umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedHeight,expandedWidth,expandedAspectRatio,
,"Between Dos Cabesa and the spring Anza Borrego, Ca.",,"Between Dos Cabesa and the spring Anza Borrego, Ca.",6372099349_3ded433e33_o,ds01037,,,30-Mar-74,3/30/74,1974-Mar-30,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Ocotillo on the roadside.,Ocotillo al costado de la ruta.,,,,,,(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0,The Greater Southwestern Exploration Company,desert,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/gsec/6372099349,,,,,175,121,1.44628,1000,692,1.44509,Ocotillo al costado de la ruta.
,Anza-Borrego Desert State Park,,Anza-Borrego Desert State Park,6372130189_676958aa3d_o,ds01036,,,13-Apr-74,4/13/74,1974-Apr-13,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Anza-Borrego Desert State Park.,El Parque Estatal del Desierto de Anza-Borrego.,,,,,,(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0,The Greater Southwestern Exploration Company,desert,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/gsec/6372130189,,,,,175,157,1.11465,894,800,1.1175,El Parque Estatal del Desierto de Anza-Borrego.
,Mountains,,Mountains,13969026192_531944c8db_o,ds01035,Jim Melli,,26-Feb-12,2/26/12,2012-Feb-26,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Sunset over the desert mountains.,Un atardecer sobre las montaÃ±as del desierto.,,,,,,Â© Jim Melli,Jim Melli,mountain,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13969026192/in/set-72157629080885754,,,,,175,131,1.33588,1000,750,1.33333,Un atardecer sobre las montaÃ±as del desierto.
,flowers,,flowers,7598124786_668a33bd78_o,ds01034,Jim Melli,,26-Feb-12,2/26/12,2012-Feb-26,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Desert blooms.,Flores del desierto.,,,,,,Â© Jim Melli,Jim Melli,flower,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598124786/in/set-72157630639973750,,,,,175,140,1.25,1000,799,1.25156,Flores del desierto.
,horned lizard,,horned lizard,7598111002_4a39300c6d_o,ds01033,Jim Melli,,11-Mar-10,3/11/10,2010-Mar-11,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,A juvenile Desert Horned Lizard (Phrynosoma platyrhinos) near Coyote Canyon.,Un joven lagarto cornudo del desierto (Phrynosoma platyrhinos) cerca de Coyote Canyon.,,,,,,Â© Jim Melli,Jim Melli,horned lizard,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598111002/in/set-72157630639973750,,,,,175,119,1.47059,1000,681,1.46843,Un joven lagarto cornudo del desierto (Phrynosoma platyrhinos) cerca de Coyote Canyon.
,flower,,flower,7598084498_5862f72ff1_o,ds01032,Jim Melli,,27-Mar-10,3/27/10,2010-Mar-27,"Anza-Borrego Desert State Park, CA",,32.8725529,-116.2214032,Attic / Coast to Cactus,Ghost Flower (Mohavea confertiflora) at Indian Gorge.,Ghost Flower (Mohavea confertiflora) en Indian Gorge.,,,,,,Â© Jim Melli,Jim Melli,flower,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598084498/in/set-72157630639973750,,,,,175,131,1.33588,1000,750,1.33333,Ghost Flower (Mohavea confertiflora) en Indian Gorge.
,Insect,,Insect,7598108078_050131a83d_o,ds01031,Jim Melli,,11-Mar-10,3/11/10,2010-Mar-11,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Inflated Beetle (Cysteodemus armatus) in the desert. The air pocket between the wing cover and the body of these beetles may help insulate them against hot days and cold nights.,Inflated Beetle (Cysteodemus armatus) en el desierto. La bolsa de aire entre la cobertura del ala y el cuerpo de estos escarabajos podrÃ_a ayudar a aislarlos contra los dÃ_as calurosos y las noches frÃ_as.,,,,,,Â© Jim Melli,Jim Melli,beetle,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598108078/in/set-72157630639973750,,,,,175,121,1.44628,1000,692,1.44509,Inflated Beetle (Cysteodemus armatus) en el desierto. La bolsa de aire entre la cobertura del ala y el cuerpo de estos escarabajos podrÃ_a ayudar a aislarlos contra los dÃ_as calurosos y las noches frÃ_as.
,Oriflamme Canyon,,Oriflamme Canyon,12858353463_ab84c188f5_o,ds01030,Jim Melli,,25-May-13,5/25/13,2013-May-25,"Oriflamme Canyon, CA",,33.0181012,-116.4841834,Attic / Coast to Cactus,"Oriflamme Canyon, where desert and chaparral meet.","Oriflamme Canyon, donde se encuentran el desierto y el chaparral.",,,,,,Â© Jim Melli,Jim Melli,canyon,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/12858353463/in/set-72157641707674345,,,,,175,117,1.49573,1000,667,1.49925,"Oriflamme Canyon, donde se encuentran el desierto y el chaparral."
,Dragon,,dragon sculpture,SBardAnza_02,ds01029,Susanne Clara Bard,,15-Mar-13,3/15/13,2013-Mar-15,"Borrego Springs, CA",,33.2549099,-116.352984,Attic / Coast to Cactus,"Our car overheated during a camping trip to the desert.  While we were waiting for the radiator to be fixed, we explored Borrego Springs' famous metal sculptures by Ricardo Breceda.","Nuestro carro se recalentÃ_ durante una excursiÃ_n de camping al desierto. Mientras esperÃ¡bamos que arreglaran el radiador, exploramos las famosas esculturas de metal de Ricardo Breceda en Borrego Springs.",,,,,,Â© Jim Melli,Susanne Clara Bard,art,Need release,,,,,,Desert,1,Anza Borrego,,,,,,,175,129,1.35659,1000,736,1.3587,"Nuestro carro se recalentÃ_ durante una excursiÃ_n de camping al desierto. Mientras esperÃ¡bamos que arreglaran el radiador, exploramos las famosas esculturas de metal de Ricardo Breceda en Borrego Springs."
,bats,,bats,14207034149_30470aa6bb_o,ds01028,Jim Melli,,8-Jun-14,6/8/14,2014-Jun-08,"Mountain Palm Spring, CA",,32.86422,-116.233626,Attic / Coast to Cactus,A bat at Mountain Palm Spring.,Un murciÃ©lago en Mountain Palm Spring.,,,,,,Â© Jim Melli,Jim Melli,bat,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14207034149/in/set-72157645114751154/,,,,,175,126,1.38889,1000,718,1.39276,Un murciÃ©lago en Mountain Palm Spring.
,Frog,,Frog spp??,14392314072_96f1f32e17_o,ds01027,Jim Melli,,18-May-14,5/18/14,2014-May-18,"Mountain Palm Spring, CA",,32.86422,-116.233626,Attic / Coast to Cactus,A frog in Mountain Palm Spring.,Una rana en Mountain Palm Spring.,,,,,,Â© Jim Melli,Jim Melli,frog,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14392314072/in/set-72157645114751154/,,,,,175,127,1.37795,1000,726,1.37741,Una rana en Mountain Palm Spring.
,Wild onion,,"Wild onion,Â Allium fimbriatum var. fimbriatum",S05987_R,ds01026,John Rebman,,4-May-11,5/4/11,2011-May-04,"Whale Peak, Anza-Borrego Desert State Park, CA",,33.0291821,-116.3161234,Attic / Coast to Cactus,"Wild Onion,Allium fimbriatum var. fimbriatum,photographed near Whale Peak at the top of Pinyon Mountain.","Una planta de ajo-cebolla, Allium fimbriatum var. fimbriatum, fotografiada cerca de Whale Peak en la cima de Pinyon Mountain.",,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum,allium,,,,,,,Desert,1,Anza Borrego,,http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=11505 / get higher res version from Botany,,,,,175,162,1.08025,862,800,1.0775,"Una planta de ajo-cebolla, Allium fimbriatum var. fimbriatum, fotografiada cerca de Whale Peak en la cima de Pinyon Mountain."
,Tarantula hawk wasp and bee,,"Tarantula hawk wasp and bee, Mountain Palm Spring Campground",14392437782_95dfd2648e_o,ds01025,Jim Melli,,25-May-14,5/25/14,2014-May-25,"Mountain Palm Spring Campground, CA",,32.86422,-116.233626,Attic / Coast to Cactus,"Tarantula Hawk Wasp and bee, Mountain Palm Spring Campground.","Avispa caza tarÃ¡ntulas y abeja, campamento Mountain Palm Spring.",,,,,,Â© Jim Melli,Jim Melli,"Tarantula hawk wasp, bee, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14392437782/in/set-72157645114751154,,,,,175,120,1.45833,1000,686,1.45773,"Avispa caza tarÃ¡ntulas y abeja, campamento Mountain Palm Spring."
,Cactus blooms,,Cactus blooms,13396815964_8a9ac842d6_o,ds01024,Jim Melli,,7-Mar-14,3/7/14,2014-Mar-07,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Cactus blooms in the desert.,Flores de cactus en el desierto.,,,,,,Â© Jim Melli,Jim Melli,"cactus, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396815964/in/set-72157642883397245,,,,,175,124,1.41129,1000,707,1.41443,Flores de cactus en el desierto.
,Rattlesnake,,Rattlesnake,13396562403_38e7955102_o,ds01023,Jim Melli,,7-Mar-14,3/7/14,2014-Mar-07,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Rattlesnakes are common in the desert.,Las vÃ_boras cascabel son comunes en el desierto.,,,,,,Â© Jim Melli,Jim Melli,"rattlesnake, Anza-Borrego, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396562403/in/set-72157642883397245,,,,,175,123,1.42276,1000,704,1.42045,Las vÃ_boras cascabel son comunes en el desierto.
,Ocotillo flower,,Ocotillo flower,13396759064_bcbe248de0_o,ds01022,Jim Melli,,7-Mar-14,3/7/14,2014-Mar-07,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Ocotillo flowers in bloom.,Ocotillos en flor.,,,,,,Â© Jim Melli,Jim Melli,"ocotillo, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396759064/in/set-72157642883397245,,,,,175,117,1.49573,1000,667,1.49925,Ocotillos en flor.
,Boulder Park,,"Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert, 1927. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.5, p.80]",walk rocks ch5_R,ds01021,,,1927,1927-00-00,1927,"Anza-Borrego Desert, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert.,Excursionistas en Boulder Park a la orilla del desierto de Anza-Borrego.,,,,,,Â© San Diego Natural History Museum ?,San Diego Natural History Museum,"Hiking, Anza-Borrego, desert",,,,,,,Desert,1,Anza Borrego,,"Need the original image, this is from Inspired by Nature book",,,,,175,135,1.2963,1000,771,1.29702,Excursionistas en Boulder Park a la orilla del desierto de Anza-Borrego.
,Bighorn sheep,,"Frank Stephens in the Anza-Borrego Desert. Before Borrego Sheep were endangered, they were used for food by those camping in the desert. Skins and heads were brought to the Museum for mounting. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.3, p.48]","stephens, ch 3_R",ds01020,,,Between 1885 and 1904,1894-00-00,1885/1904,"Anza-Borrego Desert, CA",,33.100492,-116.301327,Attic / Coast to Cactus,"Frank Stephens shot Borrego Sheep during a camping trip.  In the days before the sheep became endangered, they ate the meat during the trip.  The skins and heads were brought to the museum for mounting.","Frank Stephens cazÃ_ borregos cimarrones durante una expediciÃ_n de camping. En una Ã©poca anterior a que estas ovejas se encontraran en peligro de extinciÃ_n, comieron su carne durante el viaje. Las pieles y las cabezas fueron traÃ_das al museo para ser montadas.",,,,,,Â© San Diego Natural History Museum ?,San Diego Natural History Museum,"Sheep, desert",,,,,,,Desert,1,Anza Borrego,,"Need the original image, this is from Inspired by Nature book; ca.1895",,,,,175,101,1.73267,1000,576,1.73611,"Frank Stephens cazÃ_ borregos cimarrones durante una expediciÃ_n de camping. En una Ã©poca anterior a que estas ovejas se encontraran en peligro de extinciÃ_n, comieron su carne durante el viaje. Las pieles y las cabezas fueron traÃ_das al museo para ser montadas."
,Hiking Palm Canyon,,"Michael Field and Steve Field hiking up to the palm groves in Palm Canyon, Anza Borrego Desert State Park",SDNHM_FieldM_001,ds01019,,,1965,1965-00-00,1965,"Anza-Borrego Desert State Park, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Michael and Steve Field hiking up to the palm groves in Palm Canyon in Anza Borrego Desert State Park.,Michael y Steve Field caminando por los palmares de Palm Canyon en el Parque Estatal del Desierto de Anza-Borrego.,,,,,,Â© Michael Field,Michael Field,"Anza-Borrego, desert",v,,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,174,1.00575,804,800,1.005,Michael y Steve Field caminando por los palmares de Palm Canyon en el Parque Estatal del Desierto de Anza-Borrego.
,Flowers in the desert,,Two girlfriends and I drove out to Anza-Borrego Desert to see the flowers. I was from New England and had never been to a desert before and had no idea the flowers would be so small! But their profusion was amazing and I got my friend Janice Girocco sitting in among them so I could send a copy to her mom back in Michigan.,SDNHM_HahnH_Anzo_Desert Spring_1973,ds01018,,,1973,1973-00-00,1973,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Janice Girocco sitting among the wildflowers. I was from New England and had never been to a desert before and had no idea the flowers would be so small!,"Janice Girocco sentada entre las flores silvestres. Yo soy de New England y nunca antes habÃ_a estado en un desierto, y Â¡no tenÃ_a idea que las flores serÃ_an tan pequeÃ±as!",,,,,,Â© Heidi Hahn,Heidi Hahn,"Anza-Borrego, botany, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,125,1.4,1000,714,1.40056,"Janice Girocco sentada entre las flores silvestres. Yo soy de New England y nunca antes habÃ_a estado en un desierto, y Â¡no tenÃ_a idea que las flores serÃ_an tan pequeÃ±as!"
,Hiking,,My friend Janice Girocco and I had been taking a mountaineering class at the Natural History Museum. We went to Henderson Canyon and hiked in a few miles and set up among the flowers and cactus. I felt like we were in a flower garden. We were amazed by how absolutely lovely everything was. It was hard finding my yellow VW after the hike out.,SDNHM_HahnH_Anzo_Backpacking_Henderon Canyon_1976,ds01017,,,1976,1976-00-00,1976,"Anza-Borrego Desert State Park, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,"After taking a mountaineering class at the San Diego Natural History Museum, my friend and I hiked into Henderson Canyon and set up camp among the flowers and cactus.","DespuÃ©s de haber tomado una clase de montaÃ±ismo en el Museo de Historia Natural de San Diego, mi acompaÃ±ante y yo caminamos dentro de Henderson Canyon y armamos el campamento entre las flores y los cactus.",,,,,,Â© Heidi Hahn,Heidi Hahn,"Anza-Borrego, snow, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,125,1.4,1000,714,1.40056,"DespuÃ©s de haber tomado una clase de montaÃ±ismo en el Museo de Historia Natural de San Diego, mi acompaÃ±ante y yo caminamos dentro de Henderson Canyon y armamos el campamento entre las flores y los cactus."
,Snowfall,,"Rare snowfall near Ranchita on the way home from Borrego. My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.",SDHNM_Randerson_002,ds01016,,,1975,1975-00-00,1975,"Ranchita, CA",,33.2100392,-116.5166835,Attic / Coast to Cactus,"Rare snowfall near Ranchita on the way home from Borrego.  My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.","Una inusual nevada cerca de Ranchita camino a casa desde Borrego. Mis tres hijos, Roelif, Anne y Erik se entusiasmaron al ver la nieve y tirar bolas de nieve.",,,,,,Â© Sue Randerson,Sue Randerson,"Mountaineering, Anza-Borrego, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,131,1.33588,1000,748,1.3369,"Una inusual nevada cerca de Ranchita camino a casa desde Borrego. Mis tres hijos, Roelif, Anne y Erik se entusiasmaron al ver la nieve y tirar bolas de nieve."
,Mountaineering,,Sue and Roelif Randerson backpacking in Coyote Canyon while taking the Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!,SDHNM_Randerson_001,ds01015,,,1966,1966-00-00,1966,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Sue and Roelif Randerson backpacking in Coyote Canyon during a Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!,Sue y Roelif Randerson de mochileros en Coyote Canyon durante un curso de montaÃ±ismo bÃ¡sico con el Sierra Club. Â¡Fue hermoso sentir que tenÃ_a todo lo necesario ahÃ_ mismo en mi mochila!,,,,,,Â© Sue Randerson,Sue Randerson,"Anza-Borrego, backpacking, Coyote Canyon, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,127,1.37795,1000,725,1.37931,Sue y Roelif Randerson de mochileros en Coyote Canyon durante un curso de montaÃ±ismo bÃ¡sico con el Sierra Club. Â¡Fue hermoso sentir que tenÃ_a todo lo necesario ahÃ_ mismo en mi mochila!
,Backpacking,,Mesa College botany professor Albert Grennan backpacking along the railroad with his students to Carrizo Gorge during a botany fieldtrip.,SDHNM_Grennan_001,ds01014,,,1970,1970-00-00,1970,"Carrizo Gorge, CA",,32.772001,-116.24474,Attic / Coast to Cactus,"Mesa College botany professor Albert Grennan and his students on a field trip, backpacking to Carrizo Gorge along the railroad.","El profesor de botÃ¡nica Albert Grennan de Mesa College y sus estudiantes durante una excursiÃ_n de mochileros a Carrizo Gorge, a lo largo de las vÃ_as del ferrocarril.",,,,,,Â© Albert Grennan & Myra Harada,Albert Grennan & Myra Harada,"botany, Anza-Borrego, backpacking, desert",,Y,,,,,Desert,1,Anza Borrego,,Crowdsourced Scan,,,,,175,118,1.48305,1000,671,1.49031,"El profesor de botÃ¡nica Albert Grennan de Mesa College y sus estudiantes durante una excursiÃ_n de mochileros a Carrizo Gorge, a lo largo de las vÃ_as del ferrocarril."
