"umoId","title","artistCreator","description","objectId","_id","photographer","people","appDate","isoDate","origDate","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","medium","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes","","","","","thumbWidth","thumbHeight","thumbAspectRatio","expandedHeight","expandedWidth","expandedAspectRatio"
"","Desert view now","","Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.","SBard_Now","ds02002","Susanne Clara Bard","","date-2014","iso-2014-00-00","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic / Coast to Cactus","Now: In 2013, the Laguna Mountains suffered a devastating fire.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","fire, Laguna,","","Need release","","","","","Mountains","2","Cleveland National Forest","NOW1","","","","","","175","122","1.43443","1500","1042","1.43954"
"","Desert view then","","Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.","A7_001 Laguna Mrs Abbot Desert View","ds02001","","","date-July 1922","iso-1922-07-00","1922-Jul","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic / Coast to Cactus","Then: Mrs. Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Laguna, botany","From album page scan","","","","","","Mountains","2","Cleveland National Forest","THEN1","SDNHM Library Rare Book Album Page A7_001/might be a ""then"" photo","","","","","175","138","1.26812","1500","1187","1.26369"
"","anza borrego starscape","","anza borrego starscape","3566054676_f8e8afedaa_o","ds01042","Anthony Citrano","","date-May 23, 2009","iso-2009-05-23","2009-May-23","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Anza Borrego starscape.","","","","","","","(CC) Anthony Citrano Creative Commons License 2.BY-ND 2.0","Anthony Citrano","desert","https://creativecommons.org/licenses/by-nd/2.0/ you must credit me and link to my portfolio (http://www.zigzaglens.com).","ND","https://creativecommons.org/licenses/by-nd/2.0/","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/zigzaglens/3566054676/","","","","","175","116","1.50862","1500","998","1.50301"
"","Borrego badlands from Font's Point","","Borrego badlands from Font's Point. After a short ride on the wide and sandy Font Wash, off the Borrego Salton Seaway, an abrupt precipice opens up to the stark desert scenery of the Borrego Badlands. The corrugated hills spread out and light piercing through the cloudy skies illuminate the dramatic landscape shaped by millions of years of erosion from the wind and rain.","3166158196_ec22b254fa_o","ds01041","Arno Gourdol","","date-December 22, 2008","iso-2008-12-22","2008-Dec-22","Anza-Borrego Desert State Park, CA","","33.2569364","-116.2330555","Attic / Coast to Cactus","Borrego badlands from Fonts Point. The land has been eroded by wind and rain over millions of years.","","","","","","","(CC) Arno Gourdol Creative Commons License 2.BY-NC-ND 2.0","Arno Gourdol","desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","NC","https://creativecommons.org/licenses/by-nc-nd/2.0/","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/arnog/3166158196","","","","","175","116","1.50862","1500","995","1.50754"
"","The milky way at Fonts Point in Anza-Borrego Desert State Park.","","The milky way at Fonts Point in Anza-Borrego Desert State Park. Badlands/canyon illuminated by the setting crescent moon (out of frame). Dust cloud in the distance.","9507740984_79f79822d8_o","ds01040","slworking2","","date-August 11, 2013","iso-2013-08-11","2013-Aug-11","Anza-Borrego Desert State Park, CA","","33.2569364","-116.2330555","Attic / Coast to Cactus","The Milky Way at Fonts Point in Anza-Borrego Desert State Park.","","","","","","","(CC) slworking2 Creative Commons License 2.BY-NC-ND 2.0","slworking2","desert","https://creativecommons.org/licenses/by-nc-sa/2.0/","NC","https://creativecommons.org/licenses/by-nc-sa/2.0/","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/slworking/9507740984","","","","","175","117","1.49573","1500","1000","1.5"
"","Palm Canyon","","Palm Canyon","Andrews_5816610567_87b207ea95_o","ds01039","Hilary Andrews","","date-June 06, 2011","iso-2011-06-06","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","Attic / Coast to Cactus","Palm Canyon oasis.","","","","","","","(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0","Hilary Andrews","Anza-Borrego, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/hilaryandrews/5816610567/in/set-72157626802090479","","","","","175","114","1.53509","1500","975","1.53846"
"","Dragonfly","","Dragonfly","5816608131_781a6a6142_o","ds01038","Hilary Andrews","","date-June 06, 2011","iso-2011-06-06","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","Attic / Coast to Cactus","Dragonfly photographed during a San Diego Natural History Museum bat survey in Palm Canyon.","","","","","","","(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0","Hilary Andrews","Anza-Borrego, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/hilaryandrews/5816608131/","","","","","175","120","1.45833","1500","1029","1.45773"
"","Between Dos Cabesa and the spring Anza Borrego, Ca.","","Between Dos Cabesa and the spring Anza Borrego, Ca.","6372099349_3ded433e33_o","ds01037","","","date-March 30, 1974","iso-1974-03-30","1974-Mar-30","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Ocotillo on the roadside.","","","","","","","(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0","The Greater Southwestern Exploration Company","desert","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/gsec/6372099349","","","","","175","121","1.44628","1500","1039","1.4437"
"","Anza-Borrego Desert State Park","","Anza-Borrego Desert State Park","6372130189_676958aa3d_o","ds01036","","","date-April 13, 1974","iso-1974-04-13","1974-Apr-13","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Anza-Borrego Desert State Park.","","","","","","","(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0","The Greater Southwestern Exploration Company","desert","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/gsec/6372130189","","","","","175","157","1.11465","1500","1343","1.1169"
"","Mountains","","Mountains","13969026192_531944c8db_o","ds01035","Jim Melli","","date-February 26, 2012","iso-2012-02-26","2012-Feb-26","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Sunset over the desert mountains.","","","","","","","© Jim Melli","Jim Melli","mountain","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/13969026192/in/set-72157629080885754","","","","","175","131","1.33588","1500","1125","1.33333"
"","flowers","","flowers","7598124786_668a33bd78_o","ds01034","Jim Melli","","date-February 26, 2012","iso-2012-02-26","2012-Feb-26","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Desert blooms.","","","","","","","© Jim Melli","Jim Melli","flower","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/7598124786/in/set-72157630639973750","","","","","175","140","1.25","1500","1198","1.25209"
"","horned lizard","","horned lizard","7598111002_4a39300c6d_o","ds01033","Jim Melli","","date-March 11, 2010","iso-2010-03-11","2010-Mar-11","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","A juvenile Desert Horned Lizard (Phrynosoma platyrhinos) near Coyote Canyon.","","","","","","","© Jim Melli","Jim Melli","horned lizard","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/7598111002/in/set-72157630639973750","","","","","175","119","1.47059","1500","1022","1.46771"
"","flower","","flower","7598084498_5862f72ff1_o","ds01032","Jim Melli","","date-March 27, 2010","iso-2010-03-27","2010-Mar-27","Anza-Borrego Desert State Park, CA","","32.8725529","-116.2214032","Attic / Coast to Cactus","Ghost Flower (Mohavea confertiflora) at Indian Gorge.","","","","","","","© Jim Melli","Jim Melli","flower","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/7598084498/in/set-72157630639973750","","","","","175","131","1.33588","1500","1125","1.33333"
"","Insect","","Insect","7598108078_050131a83d_o","ds01031","Jim Melli","","date-March 11, 2010","iso-2010-03-11","2010-Mar-11","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic / Coast to Cactus","Inflated Beetle (Cysteodemus armatus) in the desert. The air pocket between the wing cover and the body of these beetles may help insulate them against hot days and cold nights.","","","","","","","© Jim Melli","Jim Melli","beetle","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/7598108078/in/set-72157630639973750","","","","","175","121","1.44628","1500","1038","1.44509"
"","Oriflamme Canyon","","Oriflamme Canyon","12858353463_ab84c188f5_o","ds01030","Jim Melli","","date-May 25, 2013","iso-2013-05-25","2013-May-25","Oriflamme Canyon, CA","","33.0181012","-116.4841834","Attic / Coast to Cactus","Oriflamme Canyon, where desert and chaparral meet.","","","","","","","© Jim Melli","Jim Melli","canyon","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/12858353463/in/set-72157641707674345","","","","","175","117","1.49573","1500","1000","1.5"
"","Dragon","","dragon sculpture","SBardAnza_02","ds01029","Susanne Clara Bard","","date-March 15, 2013","iso-2013-03-15","2013-Mar-15","Borrego Springs, CA","","33.2549099","-116.352984","Attic / Coast to Cactus","Our car overheated during a camping trip to the desert.  While we were waiting for the radiator to be fixed, we explored Borrego Springs' famous metal sculptures by Ricardo Breceda.","","","","","","","© Jim Melli","Susanne Clara Bard","art","Need release","","","","","","Desert","1","Anza Borrego","","","","","","","175","129","1.35659","1500","1104","1.3587"
"","bats","","bats","14207034149_30470aa6bb_o","ds01028","Jim Melli","","date-June 08, 2014","iso-2014-06-08","2014-Jun-08","Mountain Palm Spring, CA","","32.86422","-116.233626","Attic / Coast to Cactus","A bat at Mountain Palm Spring.","","","","","","","© Jim Melli","Jim Melli","bat","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/14207034149/in/set-72157645114751154/","","","","","175","126","1.38889","1500","1076","1.39405"
"","Frog","","Frog spp??","14392314072_96f1f32e17_o","ds01027","Jim Melli","","date-May 18, 2014","iso-2014-05-18","2014-May-18","Mountain Palm Spring, CA","","32.86422","-116.233626","Attic / Coast to Cactus","A frog in Mountain Palm Spring.","","","","","","","© Jim Melli","Jim Melli","frog","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/14392314072/in/set-72157645114751154/","","","","","175","127","1.37795","1500","1090","1.37615"
"","Wild onion","","Wild onion, Allium fimbriatum var. fimbriatum","S05987_R","ds01026","John Rebman","","date-May 04, 2011","iso-2011-05-04","2011-May-04","Whale Peak, Anza-Borrego Desert State Park, CA","","33.0291821","-116.3161234","Attic / Coast to Cactus","Wild Onion,Allium fimbriatum var. fimbriatum,photographed near Whale Peak at the top of Pinyon Mountain.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","allium","","","","","","","Desert","1","Anza Borrego","","http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=11505 / get higher res version from Botany","","","","","175","162","1.08025","1500","1392","1.07759"
"","Tarantula hawk wasp and bee","","Tarantula hawk wasp and bee, Mountain Palm Spring Campground","14392437782_95dfd2648e_o","ds01025","Jim Melli","","date-May 25, 2014","iso-2014-05-25","2014-May-25","Mountain Palm Spring Campground, CA","","32.86422","-116.233626","Attic / Coast to Cactus","Tarantula Hawk Wasp and bee, Mountain Palm Spring Campground.","","","","","","","© Jim Melli","Jim Melli","Tarantula hawk wasp, bee, desert","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/14392437782/in/set-72157645114751154","","","","","175","120","1.45833","1500","1030","1.45631"
"","Cactus blooms","","Cactus blooms","13396815964_8a9ac842d6_o","ds01024","Jim Melli","","date-March 07, 2014","iso-2014-03-07","2014-Mar-07","Little Blair Valley, Anza-Borrego Desert State Park","","33.0272668","-116.3877919","Attic / Coast to Cactus","Cactus blooms in the desert.","","","","","","","© Jim Melli","Jim Melli","cactus, desert","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/13396815964/in/set-72157642883397245","","","","","175","124","1.41129","1500","1060","1.41509"
"","Rattlesnake","","Rattlesnake","13396562403_38e7955102_o","ds01023","Jim Melli","","date-March 07, 2014","iso-2014-03-07","2014-Mar-07","Little Blair Valley, Anza-Borrego Desert State Park","","33.0272668","-116.3877919","Attic / Coast to Cactus","Rattlesnakes are common in the desert.","","","","","","","© Jim Melli","Jim Melli","rattlesnake, Anza-Borrego, desert","Need release","","","","","","Desert","1","Anza Borrego","","https://www.flickr.com/photos/melli46/13396562403/in/set-72157642883397245","","","","","175","123","1.42276","1500","1057","1.41911"
